Family,Feature,Expected,PyRadiomicsValue,AbsDiff,RelDiffPct,TolerancePct,Status,OracleFeature,ImageSource,Settings,Note
GLDM,GLDM_GLN,3.37992,615.533810660302,612.153890660302,18111.4905282,5,MISMATCH,RadiomicsGLDM.GrayLevelNonUniformity,cat2500_int/cat2500_seg ROI,"{'binCount': 128, 'force2D': True, 'force2Ddimension': 0, 'distances': [1]}",PyRadiomics GLDM on the Nyxus cat2500 2D test ROI.
GLDM,GLDM_DN,3.70606,430.948289578361,427.242229578361,11528.205954,5,MISMATCH,RadiomicsGLDM.DependenceNonUniformity,cat2500_int/cat2500_seg ROI,"{'binCount': 128, 'force2D': True, 'force2Ddimension': 0, 'distances': [1]}",PyRadiomics GLDM on the Nyxus cat2500 2D test ROI.
GLDM,GLDM_DNN,0.526864,0.17141936737405,0.35544463262595,67.4642094783,5,MISMATCH,RadiomicsGLDM.DependenceNonUniformityNormalized,cat2500_int/cat2500_seg ROI,"{'binCount': 128, 'force2D': True, 'force2Ddimension': 0, 'distances': [1]}",PyRadiomics GLDM on the Nyxus cat2500 2D test ROI.
GLDM,GLDM_GLV,0.634569,3379.58577629555,3378.95120729555,532479.715728,5,MISMATCH,RadiomicsGLDM.GrayLevelVariance,cat2500_int/cat2500_seg ROI,"{'binCount': 128, 'force2D': True, 'force2Ddimension': 0, 'distances': [1]}",PyRadiomics GLDM on the Nyxus cat2500 2D test ROI.
GLDM,GLDM_DV,0.286155,7.78746924937138,7.50131424937138,2621.4164524,5,MISMATCH,RadiomicsGLDM.DependenceVariance,cat2500_int/cat2500_seg ROI,"{'binCount': 128, 'force2D': True, 'force2Ddimension': 0, 'distances': [1]}",PyRadiomics GLDM on the Nyxus cat2500 2D test ROI.
GLDM,GLDM_DE,1.84336,5.21685550257686,3.37349550257686,183.007958433,5,MISMATCH,RadiomicsGLDM.DependenceEntropy,cat2500_int/cat2500_seg ROI,"{'binCount': 128, 'force2D': True, 'force2Ddimension': 0, 'distances': [1]}",PyRadiomics GLDM on the Nyxus cat2500 2D test ROI.
NGTDM,NGTDM_COARSENESS,0.008374068,0.00837406840130981,4.0130981350528e-10,4.79229227068e-06,5,PASS,RadiomicsNGTDM.Coarseness,"IBSI 2D phantom slices, Nyxus MATLAB-style 100-level binning, AABB background included","{'binWidth': 1, 'force2D': True, 'force2Ddimension': 0, 'distances': [1], 'symmetricalGLCM': False}",PyRadiomics NGTDM value averaged over the four Nyxus 2D phantom slices.
NGTDM,NGTDM_CONTRAST,3169.92908,3169.92908510417,5.10416657562018e-06,1.61018320814e-07,5,PASS,RadiomicsNGTDM.Contrast,"IBSI 2D phantom slices, Nyxus MATLAB-style 100-level binning, AABB background included","{'binWidth': 1, 'force2D': True, 'force2Ddimension': 0, 'distances': [1], 'symmetricalGLCM': False}",PyRadiomics NGTDM value averaged over the four Nyxus 2D phantom slices.
NGTDM,NGTDM_BUSYNESS,1.444571,1.42284389095179,0.0217271090482098,1.50405269441,5,PASS,RadiomicsNGTDM.Busyness,"IBSI 2D phantom slices, Nyxus MATLAB-style 100-level binning, AABB background included","{'binWidth': 1, 'force2D': True, 'force2Ddimension': 0, 'distances': [1], 'symmetricalGLCM': False}",PyRadiomics NGTDM value averaged over the four Nyxus 2D phantom slices.
NGTDM,NGTDM_COMPLEXITY,3608.3891,3608.38918779683,8.77968336681079e-05,2.43313099655e-06,5,PASS,RadiomicsNGTDM.Complexity,"IBSI 2D phantom slices, Nyxus MATLAB-style 100-level binning, AABB background included","{'binWidth': 1, 'force2D': True, 'force2Ddimension': 0, 'distances': [1], 'symmetricalGLCM': False}",PyRadiomics NGTDM value averaged over the four Nyxus 2D phantom slices.
NGTDM,NGTDM_STRENGTH,52.076642,52.0766426698172,6.69817197263001e-07,1.28621426332e-06,5,PASS,RadiomicsNGTDM.Strength,"IBSI 2D phantom slices, Nyxus MATLAB-style 100-level binning, AABB background included","{'binWidth': 1, 'force2D': True, 'force2Ddimension': 0, 'distances': [1], 'symmetricalGLCM': False}",PyRadiomics NGTDM value averaged over the four Nyxus 2D phantom slices.
